Time (sec.)	Cycles	"speed_target"	"speed_actual"	"speed_error"
4.198646798	705372662	3600.000000000	3608.000000000	-62.818931580
4.198646798	705372662	3600.000000000	3613.000000000	-62.818931580
4.198690476	705380000	3600.000000000	3613.000000000	-20.441217422
4.248646256	713772571	3600.000000000	3613.000000000	-20.441217422
4.248646256	713772571	3600.000000000	3658.000000000	-20.441217422
4.248690476	713780000	3600.000000000	3658.000000000	-20.088203430
4.298646560	722172622	3600.000000000	3658.000000000	-20.088203430
4.298646560	722172622	3600.000000000	3667.000000000	-20.088203430
4.298690476	722180000	3600.000000000	3667.000000000	9.689491272
4.348646976	730572692	3600.000000000	3667.000000000	9.689491272
4.348646976	730572692	3600.000000000	3635.000000000	9.689491272
4.348690476	730580000	3600.000000000	3635.000000000	-0.037506104
4.398646661	738972639	3600.000000000	3635.000000000	-0.037506104
4.398646661	738972639	3600.000000000	3631.000000000	-0.037506104
4.398690476	738980000	3600.000000000	3631.000000000	15.623107910
4.448646190	747372560	3600.000000000	3631.000000000	15.623107910
4.448646190	747372560	3600.000000000	3664.000000000	15.623107910
4.448690476	747380000	3600.000000000	3664.000000000	4.623107910
4.498646548	755772620	3600.000000000	3664.000000000	4.623107910
4.498646548	755772620	3600.000000000	3669.000000000	4.623107910
4.498690476	755780000	3600.000000000	3669.000000000	13.612747192
4.548646518	764172615	3600.000000000	3669.000000000	13.612747192
4.548646518	764172615	3600.000000000	3640.000000000	13.612747192
4.548690476	764180000	3600.000000000	3640.000000000	0.969722748
4.598646732	772572651	3600.000000000	3640.000000000	0.969722748
4.598646732	772572651	3600.000000000	3637.000000000	0.969722748
4.598690476	772580000	3600.000000000	3637.000000000	15.717521667
4.648646214	780972564	3600.000000000	3637.000000000	15.717521667
4.648646214	780972564	3600.000000000	3668.000000000	15.717521667
4.648690476	780980000	3600.000000000	3668.000000000	-14.488594055
4.698646577	789372625	3600.000000000	3668.000000000	-14.488594055
4.698646577	789372625	3600.000000000	3668.000000000	-14.488594055
4.698690476	789380000	3600.000000000	3668.000000000	23.078166962
4.748646869	797772674	3600.000000000	3668.000000000	23.078166962
4.748646869	797772674	3600.000000000	3640.000000000	23.078166962
4.748692476	797780336	3600.000000000	3640.000000000	-4.921833038
4.798646262	806172572	3600.000000000	3640.000000000	-4.921833038
4.798646262	806172572	3600.000000000	3639.000000000	-4.921833038
4.798690476	806180000	3600.000000000	3639.000000000	8.672672272
4.848646161	814572555	3600.000000000	3639.000000000	8.672672272
4.848646161	814572555	3600.000000000	3669.000000000	8.672672272
4.848690476	814580000	3600.000000000	3669.000000000	-14.312137604
4.898646571	822972624	3600.000000000	3669.000000000	-14.312137604
4.898646571	822972624	3600.000000000	3670.000000000	-14.312137604
4.898690476	822980000	3600.000000000	3670.000000000	8.769416809
